categoryA,categoryB,rightAttribute,leftAttribute,orStimulus,instructions,trial_type,stimulusImage,stimulusText,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,participant,gender,age,frameRate,expName,date,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,11,1,23,0,i,1,0.0512778759003,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,12,0,24,0,i,1,0.0684328079224,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,12,1,25,1,e,1,0.0676331520081,i,1,0.0671908855438,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,13,0,26,0,i,1,0.0858891010284,e,1,0.0858330726624,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,13,1,27,1,e,1,0.0507938861847,i,1,0.0514450073242,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,14,0,28,0,i,1,0.0844948291779,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,14,1,29,1,e,1,0.0849761962891,i,1,0.0674271583557,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,15,0,30,0,i,1,0.101179838181,e,1,0.100658178329,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,15,1,31,1,e,1,0.0836489200592,i,1,0.0501449108124,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,16,0,32,1,e,1,0.0674870014191,i,1,0.0504081249237,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,16,1,33,1,e,1,0.0835690498352,i,1,0.0679039955139,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,17,0,34,0,i,1,0.0671811103821,e,1,0.0510461330414,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,17,1,35,1,e,1,0.0504808425903,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,18,0,36,1,e,1,0.118519067764,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,18,1,37,0,i,1,0.0684778690338,e,1,0.0509171485901,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,19,0,38,0,i,1,0.0506579875946,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,19,1,39,0,i,1,0.134338140488,e,1,0.100162982941,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,5,5,5,0,0,0,3,e,1,0.252725124359,i,1,0.252534866333,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,5,5,5,0,1,1,0,i,1,0.184142112732,e,1,0.167154073715,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,5,5,5,0,2,2,1,e,1,0.152315139771,i,1,0.135061979294,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,5,5,5,0,3,3,0,i,1,0.0838949680328,e,1,0.083349943161,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,5,5,5,1,0,4,0,i,1,0.0676109790802,e,1,0.0505428314209,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,5,5,5,1,1,5,3,e,1,0.0673191547394,i,1,0.0507659912109,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,5,5,5,1,2,6,2,i,1,0.0354270935059,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,5,5,5,1,3,7,3,e,1,0.0840799808502,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,5,5,5,2,0,8,2,i,1,0.0840718746185,e,1,0.083526134491,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,5,5,5,2,1,9,2,i,1,0.100651025772,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,5,5,5,2,2,10,1,e,1,0.0676519870758,i,1,0.0674319267273,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,5,5,5,2,3,11,1,e,1,0.050971031189,i,1,0.0504372119904,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,5,5,5,3,0,12,3,e,1,0.0681908130646,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,5,5,5,3,1,13,1,e,1,0.117285966873,i,1,0.101306915283,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,5,5,5,3,2,14,0,i,1,0.0685589313507,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,5,5,5,3,3,15,2,i,1,0.118520975113,e,1,0.100284099579,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,5,5,5,4,0,16,1,e,1,0.0843861103058,i,1,0.0677831172943,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,5,5,5,4,1,17,3,e,1,0.100388050079,i,1,0.0996921062469,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,5,5,5,4,2,18,0,i,1,0.134508132935,e,1,0.133991003036,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,5,5,5,4,3,19,2,i,1,0.0838780403137,e,1,0.0835399627686,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,6,6,6,0,0,0,1,e,1,0.0679860115051,i,1,0.0674729347229,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,6,6,6,0,1,1,1,e,1,0.117178916931,i,1,0.0833780765533,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,6,6,6,0,2,2,1,e,1,0.0839431285858,i,1,0.0833730697632,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,6,6,6,0,3,3,3,e,1,0.117816925049,i,1,0.117563962936,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,6,6,6,1,0,4,3,e,1,0.11687707901,i,1,0.100858211517,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,6,6,6,1,1,5,2,i,1,0.0672979354858,e,1,0.0505840778351,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,6,6,6,1,2,6,2,i,1,0.149772882462,e,1,0.100606918335,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,6,6,6,1,3,7,3,e,1,0.0521380901337,i,1,0.0519688129425,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,6,6,6,2,0,8,0,i,1,0.136243104935,e,1,0.135776042938,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,6,6,6,2,1,9,3,e,1,0.0846800804138,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,6,6,6,2,2,10,2,i,1,0.118319034576,e,1,0.100337028503,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,6,6,6,2,3,11,2,i,1,0.0508351325989,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,6,6,6,3,0,12,2,i,1,0.085009098053,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,6,6,6,3,1,13,3,e,1,0.0843570232391,i,1,0.0674860477448,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,6,6,6,3,2,14,2,i,1,0.0353360176086,e,1,0.0351219177246,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,6,6,6,3,3,15,0,i,1,0.135643959045,e,1,0.0864429473877,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,6,6,6,4,0,16,2,i,1,0.100464105606,e,1,0.034735918045,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,6,6,6,4,1,17,0,i,1,0.0680599212646,e,1,0.0678420066833,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,6,6,6,4,2,18,1,e,1,0.0838069915771,i,1,0.0670680999756,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,6,6,6,4,3,19,0,i,1,0.0687701702118,e,1,0.068186044693,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,6,6,6,5,0,20,0,i,1,0.117407083511,e,1,0.067223072052,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,6,6,6,5,1,21,2,i,1,0.0510439872742,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,6,6,6,5,2,22,2,i,1,0.068482875824,e,1,0.0679879188538,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,6,6,6,5,3,23,1,e,1,0.0505681037903,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,6,6,6,6,0,24,3,e,1,0.0516428947449,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,6,6,6,6,1,25,3,e,1,0.151267051697,i,1,0.15096282959,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,6,6,6,6,2,26,1,e,1,0.050183057785,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,6,6,6,6,3,27,1,e,1,0.301448106766,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,6,6,6,7,0,28,0,i,1,0.0690851211548,e,1,0.0686531066895,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,6,6,6,7,1,29,1,e,1,0.0504159927368,i,1,0.0171008110046,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,6,6,6,7,2,30,0,i,1,2.24544596672,e,1,2.2448849678,4,,,60.1055568532,IAT,2016_May_05_1418,
