categoryA,categoryB,rightAttribute,leftAttribute,orStimulus,instructions,stimulusText,stimulusImage,trialtype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,participant,gender,age,frameRate,expName,date,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect2.jpg,2,0,4,4,4,2,6,26,6,i,1,0.168439149857,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower2.jpg,1,0,4,4,4,2,7,27,1,e,1,0.320304870605,i,1,0.203117132187,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower4.jpg,1,0,4,4,4,2,8,28,3,e,1,0.201095819473,i,1,0.0669050216675,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower3.jpg,1,0,4,4,4,2,9,29,2,e,1,0.134171962738,i,1,0.0173969268799,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower2.jpg,1,0,4,4,4,3,0,30,1,e,1,0.201053857803,i,1,0.032772064209,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect2.jpg,2,0,4,4,4,3,1,31,6,i,1,0.0512759685516,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower3.jpg,1,0,4,4,4,3,2,32,2,e,1,0.30108499527,i,1,0.201190948486,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect5.jpg,2,0,4,4,4,3,3,33,9,i,1,0.0838878154755,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect3.jpg,2,0,4,4,4,3,4,34,7,i,1,0.184989929199,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower1.jpg,1,0,4,4,4,3,5,35,0,e,1,0.350857973099,i,1,0.218435049057,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower4.jpg,1,0,4,4,4,3,6,36,3,e,1,0.251560211182,i,1,0.0853898525238,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect1.jpg,2,0,4,4,4,3,7,37,5,i,1,0.0672891139984,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower5.jpg,1,0,4,4,4,3,8,38,4,e,1,0.317242145538,i,1,0.217293024063,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect4.jpg,2,0,4,4,4,3,9,39,8,i,1,0.067978143692,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect3.jpg,2,0,5,5,5,0,0,0,7,i,1,0.15074801445,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Nasty,blank.png,4,0,5,5,5,0,1,1,19,e,1,0.284762144089,i,1,0.151054859161,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Favorable,blank.png,3,0,5,5,5,0,2,2,12,i,1,0.468101978302,e,1,0.132452964783,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disgust,blank.png,4,0,5,5,5,0,3,3,18,e,1,0.302061080933,i,1,0.1839158535,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Likeable,blank.png,3,0,5,5,5,0,4,4,13,i,1,0.0340299606323,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Despise,blank.png,4,0,5,5,5,0,5,5,16,e,1,0.351777076721,i,1,0.216755151749,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Lovely,blank.png,3,0,5,5,5,0,6,6,14,i,1,0.0853428840637,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Awful,blank.png,4,0,5,5,5,0,7,7,15,e,1,0.349857807159,i,1,0.166267871857,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Enjoy,blank.png,3,0,5,5,5,0,8,8,11,i,1,0.0168190002441,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect4.jpg,2,0,5,5,5,0,9,9,8,i,1,0.151384115219,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect2.jpg,2,0,5,5,5,0,10,10,6,i,1,0.200943946838,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect1.jpg,2,0,5,5,5,0,11,11,5,i,1,0.184868097305,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Dirty,blank.png,4,0,5,5,5,0,12,12,17,e,1,0.317899942398,i,1,0.216769933701,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower1.jpg,1,0,5,5,5,0,13,13,0,e,1,0.2337911129,i,1,0.0833480358124,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower4.jpg,1,0,5,5,5,0,14,14,3,e,1,0.168246984482,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Attractive,blank.png,3,0,5,5,5,0,15,15,10,i,1,0.0498239994049,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect5.jpg,2,0,5,5,5,0,16,16,9,i,1,0.235221862793,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower5.jpg,1,0,5,5,5,0,17,17,4,e,1,0.351197004318,i,1,0.217728853226,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower2.jpg,1,0,5,5,5,0,18,18,1,e,1,0.232456922531,i,1,0.0667858123779,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories now appear together in a new configuration. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower3.jpg,1,0,5,5,5,0,19,19,2,e,1,0.200318813324,i,1,0.0167880058289,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Favorable,blank.png,3,0,6,6,6,0,0,0,12,i,1,0.132841110229,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower2.jpg,1,0,6,6,6,0,1,1,1,e,1,0.284723043442,i,1,0.167063951492,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Dirty,blank.png,4,0,6,6,6,0,2,2,17,e,1,0.217454910278,i,1,0.0332839488983,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Awful,blank.png,4,0,6,6,6,0,3,3,15,e,1,0.166855096817,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Attractive,blank.png,3,0,6,6,6,0,4,4,10,i,1,0.484441995621,e,1,0.0993130207062,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disgust,blank.png,4,0,6,6,6,0,5,5,18,e,1,0.334668874741,i,1,0.234548091888,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect2.jpg,2,0,6,6,6,0,6,6,6,i,1,0.0520248413086,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Nasty,blank.png,4,0,6,6,6,0,7,7,19,e,1,0.367220163345,i,1,0.250156164169,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower3.jpg,1,0,6,6,6,0,8,8,2,e,1,0.218167066574,i,1,0.0665891170502,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect4.jpg,2,0,6,6,6,0,9,9,8,i,1,0.0518579483032,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Lovely,blank.png,3,0,6,6,6,0,10,10,14,i,1,0.216691970825,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower5.jpg,1,0,6,6,6,0,11,11,4,e,1,0.368844985962,i,1,0.249732971191,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Despise,blank.png,4,0,6,6,6,0,12,12,16,e,1,0.267017841339,i,1,0.118037939072,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect5.jpg,2,0,6,6,6,0,13,13,9,i,1,0.0347549915314,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Enjoy,blank.png,3,0,6,6,6,0,14,14,11,i,1,0.234447002411,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect3.jpg,2,0,6,6,6,0,15,15,7,i,1,0.167273044586,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect1.jpg,2,0,6,6,6,0,16,16,5,i,1,0.200700998306,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Likeable,blank.png,3,0,6,6,6,0,17,17,13,i,1,0.184794902802,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower4.jpg,1,0,6,6,6,0,18,18,3,e,1,0.368702173233,i,1,0.234924077988,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower1.jpg,1,0,6,6,6,0,19,19,0,e,1,0.167683124542,i,1,0.0330049991608,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Enjoy,blank.png,3,0,6,6,6,1,0,20,11,i,1,0.0677161216736,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower4.jpg,1,0,6,6,6,1,1,21,3,e,1,0.334527015686,i,1,0.20121717453,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Likeable,blank.png,3,0,6,6,6,1,2,22,13,i,1,0.0665590763092,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Awful,blank.png,4,0,6,6,6,1,3,23,15,e,1,0.299186944962,i,1,0.167828083038,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect5.jpg,2,0,6,6,6,1,4,24,9,i,1,0.067006111145,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower2.jpg,1,0,6,6,6,1,5,25,1,e,1,0.317425012589,i,1,0.182378053665,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disgust,blank.png,4,0,6,6,6,1,6,26,18,e,1,0.216831207275,i,1,0.0833239555359,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Despise,blank.png,4,0,6,6,6,1,7,27,16,e,1,0.201638936996,i,1,0.0174942016602,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect3.jpg,2,0,6,6,6,1,8,28,7,i,1,0.501202106476,e,1,0.116639852524,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Attractive,blank.png,3,0,6,6,6,1,9,29,10,i,1,0.151152133942,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect1.jpg,2,0,6,6,6,1,10,30,5,i,1,0.151051044464,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower3.jpg,1,0,6,6,6,1,11,31,2,e,1,0.384447813034,i,1,0.216631889343,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower1.jpg,1,0,6,6,6,1,12,32,0,e,1,0.202400922775,i,1,0.08349609375,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Dirty,blank.png,4,0,6,6,6,1,13,33,17,e,1,0.167707920074,i,1,0.0164978504181,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Lovely,blank.png,3,0,6,6,6,1,14,34,14,i,1,0.434782028198,e,1,0.100061893463,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect2.jpg,2,0,6,6,6,1,15,35,6,i,1,0.168502092361,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
